GLOBAL OPTIMUM SEARCH OF RE-EVALUATED BINARY ONEMAX
WITH ADDED POSTERIOR NOISE ~N(0, SIGMA)

NUMBER OF FITNESS EVALUATIONS FOR   (mu + 1)-GA

DATE:   2015-11-27 (year-month-day)
TIME:   15:41:8 (hour:min:sec)
SEED:   1

EXPERIMENTS PERFORMED ON:   MacBook Pro (13" Retina, Beginning 2015)
OPERATING SYSTEM:   Mac OS X Version 10.11.1
PROCESSOR:   2.7GHz dual-core Intel Core i5 (Turbo Boost up to 3.1GHz) with 3MB shared L3 cache
MEMORY:   8GB of 1866MHz LPDDR3

DIMENSION MU SIGMA N_RE_EVALUATIONS N_FITNESS_EVALUATIONS
100 10 10 11 207020
100 10 10 11 553740
100 10 10 11 385770
100 10 10 11 155870
100 10 10 11 316360
100 10 10 11 281710
100 10 10 11 227480
100 10 10 11 216810
100 10 10 11 375980
100 10 10 11 361240
100 10 10 11 290180
100 10 10 11 400510
100 10 10 11 276430
100 10 10 12 292080
100 10 10 12 432960
100 10 10 12 260520
100 10 10 12 340680
100 10 10 12 411000
100 10 10 12 160320
100 10 10 12 257280
100 10 10 12 265800
100 10 10 12 255600
100 10 10 12 400680
100 10 10 12 198720
100 10 10 12 207360
100 10 10 12 404280
100 10 10 12 191760
100 10 10 12 269520
100 10 10 12 354840
100 10 10 12 352560
100 10 10 12 259920
100 10 10 12 303960
100 10 10 12 291360
100 10 10 12 338880
100 10 10 12 312360
100 10 10 12 335280
100 10 10 12 279600
100 10 10 12 450000
100 10 10 12 566160
100 10 10 12 273960
100 10 10 12 237480
100 10 10 12 335640
100 10 10 12 210720
100 10 10 12 190680
100 10 10 12 342480
100 10 10 12 344280
100 10 10 12 180600
100 10 10 12 288600
100 10 10 12 184680
100 10 10 12 377760
100 10 10 12 347880
100 10 10 12 291120
100 10 10 12 294840
100 10 10 12 220200
100 10 10 12 348000
100 10 10 12 308400
100 10 10 12 207480
100 10 10 12 334200
100 10 10 12 381840
100 10 10 12 271200
100 10 10 12 289680
100 10 10 12 270240
100 10 10 12 351240
100 10 10 12 316200
100 10 10 12 547920
100 10 10 12 333480
100 10 10 12 175200
100 10 10 12 202320
100 10 10 12 312840
100 10 10 12 484800
100 10 10 12 263040
100 10 10 12 258840
100 10 10 12 225120
100 10 10 12 227520
100 10 10 12 369240
100 10 10 12 322080
100 10 10 12 282240
100 10 10 12 474240
100 10 10 12 158640
100 10 10 12 290400
100 10 10 12 446880
100 10 10 12 521400
100 10 10 12 249360
100 10 10 12 218280
100 10 10 12 913680
100 10 10 12 267240
100 10 10 12 407880
100 10 10 12 339120
100 10 10 12 255120
100 10 10 12 222480
100 10 10 12 420480
100 10 10 12 242760
100 10 10 12 354720
100 10 10 12 174000
100 10 10 12 331320
100 10 10 12 250440
100 10 10 12 326280
100 10 10 12 185160
100 10 10 12 324480
100 10 10 12 266280
100 10 10 12 289080
100 10 10 12 478800
100 10 10 12 557160
100 10 10 12 637800
100 10 10 12 283080
100 10 10 12 429600
100 10 10 12 690000
100 10 10 12 355920
100 10 10 12 474720
100 10 10 12 245880
100 10 10 12 358800
100 10 10 12 335880
100 10 10 12 365160
100 10 10 13 209560
100 10 10 13 389610
100 10 10 13 288860
100 10 10 13 262860
100 10 10 13 233610
100 10 10 13 236990
100 10 10 13 246480
100 10 10 13 301210
100 10 10 13 230620
100 10 10 13 293020
100 10 10 13 334230
100 10 10 13 279760
100 10 10 13 292630
100 10 10 13 325130
100 10 10 13 173160
100 10 10 13 342680
100 10 10 13 163280
100 10 10 13 228670
100 10 10 13 477100
100 10 10 13 315900
100 10 10 13 251290
100 10 10 13 302770
100 10 10 13 277680
100 10 10 13 191100
100 10 10 13 343200
100 10 10 13 196170
100 10 10 13 272480
100 10 10 13 338000
100 10 10 13 788320
100 10 10 13 291720
100 10 10 13 402610
100 10 10 13 355940
100 10 10 13 275730
100 10 10 13 333580
100 10 10 13 308880
100 10 10 13 297570
100 10 10 13 470990
100 10 10 13 561730
100 10 10 13 367120
100 10 10 13 232180
100 10 10 13 275340
100 10 10 13 249340
100 10 10 13 263250
100 10 10 13 315380
100 10 10 13 251160
100 10 10 13 251290
100 10 10 13 231140
100 10 10 13 308230
100 10 10 13 302250
100 10 10 13 227500
100 10 10 13 234650
100 10 10 13 246350
100 10 10 13 353730
100 10 10 13 360100
100 10 10 13 279110
100 10 10 13 326560
100 10 10 13 381810
100 10 10 13 429130
100 10 10 13 292500
100 10 10 13 341250
100 10 10 13 247000
100 10 10 13 607490
100 10 10 13 251290
100 10 10 13 418340
100 10 10 13 254150
100 10 10 13 406380
100 10 10 13 198250
100 10 10 13 265980
100 10 10 13 385450
100 10 10 13 285350
100 10 10 13 337740
100 10 10 13 326560
100 10 10 13 316550
100 10 10 13 229840
100 10 10 13 272220
